Reading in simulation parameters
         44326243 function calls (41267471 primitive calls) in 132.976 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 base.py:689(HorizontalLine)
        1    0.000    0.000    0.000    0.000 toolbars.py:149(ArgToolbar)
        1    0.000    0.000    0.000    0.000 toolbars.py:173(SearchToolbar)
        1    0.000    0.000    0.000    0.000 toolbars.py:220(_CompletionsToolbarControl)
        1    0.000    0.000    0.000    0.000 toolbars.py:279(CompletionsToolbar)
        1    0.000    0.000    0.000    0.000 toolbars.py:292(ValidationToolbar)
        1    0.000    0.000    0.000    0.000 dialogs.py:18(Dialog)
        1    0.000    0.000    0.000    0.000 prompt.py:121(CompleteStyle)
        1    0.000    0.000    0.000    0.000 margins.py:118(ConditionalMargin)
        1    0.000    0.000    0.000    0.000 layout.py:362(InvalidLayoutError)
        1    0.000    0.000    0.000    0.000 menus.py:203(CompletionsMenu)
        1    0.000    0.000    0.000    0.000 menus.py:548(_SelectedCompletionMetaControl)
        1    0.000    0.000    0.000    0.000 renderer.py:230(_StyleStringToAttrsCache)
        1    0.000    0.000    0.000    0.000 renderer.py:250(CPR_Support)
        1    0.000    0.000    0.000    0.000 mouse_handlers.py:11(MouseHandlers)
        1    0.000    0.000    0.000    0.000 base.py:61(DynamicLexer)
        1    0.000    0.000    0.000    0.000 mouse_events.py:26(MouseEventType)
        1    0.000    0.000    0.000    0.000 processors.py:176(HighlightIncrementalSearchProcessor)
        1    0.000    0.000    0.000    0.000 processors.py:232(PasswordProcessor)
        1    0.000    0.000    0.000    0.000 processors.py:246(HighlightMatchingBracketProcessor)
        1    0.000    0.000    0.000    0.000 processors.py:395(ShowArg)
        1    0.000    0.000    0.000    0.000 processors.py:422(AfterInput)
        1    0.000    0.000    0.000    0.000 processors.py:448(AppendAutoSuggestion)
        1    0.000    0.000    0.000    0.000 processors.py:471(ShowLeadingWhiteSpaceProcessor)
        1    0.000    0.000    0.000    0.000 processors.py:733(ConditionalProcessor)
        1    0.000    0.000    0.000    0.000 style.py:157(Priority)
        1    0.000    0.000    0.000    0.000 style_transformation.py:94(SetDefaultColorStyleTransformation)
        1    0.000    0.000    0.000    0.000 style_transformation.py:253(ConditionalStyleTransformation)
        1    0.000    0.000    0.000    0.000 style_transformation.py:275(_MergedStyleTransformation)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:368(DOMImplementationLS)
        1    0.000    0.000    0.000    0.000 NodeFilter.py:4(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:62(DOMException)
        1    0.000    0.000    0.000    0.000 __init__.py:118(InvalidAccessErr)
        1    0.000    0.000    0.000    0.000 __init__.py:124(UserDataHandler)
        1    0.000    0.000    0.000    0.000 minidom.py:642(__init__)
        1    0.000    0.000    0.000    0.000 minidom.py:1381(Notation)
        1    0.000    0.000    0.000    0.000 minicompat.py:74(EmptyNodeList)
        1    0.000    0.000    0.000    0.000 containers.py:129(HorizontalAlign)
        1    0.000    0.000    0.000    0.000 containers.py:1135(ColorColumn)
        1    0.000    0.000    0.000    0.000 containers.py:1148(WindowAlign)
        1    0.000    0.000    0.000    0.000 controls.py:401(DummyControl)
        1    0.000    0.000    0.000    0.000 controls.py:798(SearchBufferControl)
        1    0.000    0.000    0.000    0.000 base.py:103(Template)
        1    0.000    0.000    0.000    0.000 key_processor.py:33(KeyPress)
        1    0.000    0.000    0.000    0.000 vi.py:47(TextObjectType)
        1    0.000    0.000    0.000    0.000 history.py:167(DummyHistory)
        1    0.000    0.000    0.000    0.000 search.py:21(SearchDirection)
        1    0.000    0.000    0.000    0.000 key_bindings.py:56(_Binding)
        1    0.000    0.000    0.000    0.000 key_bindings.py:402(ConditionalKeyBindings)
        1    0.000    0.000    0.000    0.000 key_bindings.py:449(_MergedKeyBindings)
        1    0.000    0.000    0.000    0.000 key_bindings.py:491(DynamicKeyBindings)
        1    0.000    0.000    0.000    0.000 vi_state.py:10(InputMode)
        1    0.000    0.000    0.000    0.000 vi_state.py:17(CharacterFind)
        1    0.000    0.000    0.000    0.000 validation.py:145(DummyValidator)
        1    0.000    0.000    0.000    0.000 validation.py:153(ConditionalValidator)
        1    0.000    0.000    0.000    0.000 validation.py:170(DynamicValidator)
        1    0.000    0.000    0.000    0.000 base.py:84(DynamicClipboard)
        1    0.000    0.000    0.000    0.000 selection.py:27(PasteMode)
        1    0.000    0.000    0.000    0.000 selection.py:33(SelectionState)
        1    0.000    0.000    0.000    0.000 base.py:109(CompleteEvent)
        1    0.000    0.000    0.000    0.000 base.py:204(DummyCompleter)
        1    0.000    0.000    0.000    0.000 filesystem.py:12(PathCompleter)
        1    0.000    0.000    0.000    0.000 word_completer.py:11(WordCompleter)
        1    0.000    0.000    0.000    0.000 fuzzy_completer.py:142(FuzzyWordCompleter)
        1    0.000    0.000    0.000    0.000 document.py:62(_DocumentCache)
        1    0.000    0.000    0.000    0.000 cache.py:12(SimpleCache)
        1    0.000    0.000    0.000    0.000 cache.py:55(FastDictCache)
        1    0.000    0.000    0.000    0.000 context.py:78(TaskLocal)
        1    0.000    0.000    0.000    0.000 async_generator.py:32(AsyncGeneratorItem)
        1    0.000    0.000    0.000    0.000 queue.py:22(Full)
        1    0.000    0.000    0.000    0.000 queue.py:239(LifoQueue)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:32(Suggestion)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:98(DummyAutoSuggest)
        1    0.000    0.000    0.000    0.000 base.py:86(_OrCache)
        1    0.000    0.000    0.000    0.000 base.py:115(_AndList)
        1    0.000    0.000    0.000    0.000 buffer.py:41(EditReadOnlyBuffer)
        1    0.000    0.000    0.000    0.000 current.py:77(NoRunningApplicationError)
        1    0.000    0.000    0.000    0.000 coroutine.py:27(Return)
        1    0.000    0.000    0.000    0.000 utils.py:32(Event)
        1    0.000    0.000    0.000    0.000 utils.py:160(DummyContext)
        1    0.000    0.000    0.000    0.000 utils.py:171(_CharSizesCache)
        1    0.000    0.000    0.000    0.000 table_zero.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filedialog.py:225(LoadFileDialog)
        1    0.000    0.000    0.000    0.000 filedialog.py:239(SaveFileDialog)
        1    0.000    0.000    0.000    0.000 filedialog.py:297(_Dialog)
        1    0.000    0.000    0.000    0.000 filedialog.py:344(SaveAs)
        1    0.000    0.000    0.000    0.000 synchronize.py:123(Semaphore)
        1    0.000    0.000    0.000    0.000 synchronize.py:159(Lock)
        1    0.000    0.000    0.000    0.000 synchronize.py:184(RLock)
        1    0.000    0.000    0.000    0.000 synchronize.py:321(Event)
        1    0.000    0.000    0.000    0.000 util.py:48(debug)
        1    0.000    0.000    0.000    0.000 simpledialog.py:31(SimpleDialog)
        1    0.000    0.000    0.000    0.000 simpledialog.py:255(_QueryDialog)
        1    0.000    0.000    0.000    0.000 simpledialog.py:325(_QueryInteger)
        1    0.000    0.000    0.000    0.000 simpledialog.py:363(_QueryString)
        1    0.000    0.000    0.000    0.000 messagebox.py:57(Message)
        1    0.000    0.000    0.000    0.000 commondialog.py:13(Dialog)
        1    0.000    0.000    0.000    0.000 __init__.py:1692(CallWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:1733(YView)
        1    0.000    0.000    0.000    0.000 __init__.py:2320(Toplevel)
        1    0.000    0.000    0.000    0.000 __init__.py:2728(Frame)
        1    0.000    0.000    0.000    0.000 __init__.py:2746(Label)
        1    0.000    0.000    0.000    0.000 __init__.py:2962(Menubutton)
        1    0.000    0.000    0.000    0.000 __init__.py:2967(Message)
        1    0.000    0.000    0.000    0.000 __init__.py:3433(_setit)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:19(_BackendTkAgg)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:827(SaveFigureTk)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:862(HelpTk)
        1    0.000    0.000    0.000    0.000 __init__.py:512(DoubleVar)
        1    0.000    0.000    0.000    0.000 __init__.py:531(BooleanVar)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-14>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-15>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-18>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-19>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-20>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-22>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-23>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-24>:1(<module>)
        1    0.000    0.000    0.000    0.000 display.py:315(VimeoVideo)
        1    0.000    0.000    0.000    0.000 display.py:324(ScribdDocument)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-8>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-9>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-10>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-13>:1(<module>)
        1    0.000    0.000    0.000    0.000 autocall.py:51(ExitAutocall)
        1    0.000    0.000    0.000    0.000 autocall.py:59(ZMQExitAutocall)
        1    0.000    0.000    0.000    0.000 alias.py:113(AliasError)
        1    0.000    0.000    0.000    0.000 unix_events.py:750(_UnixSubprocessTransport)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:280(ReadSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 prefilter.py:35(PrefilterError)
        1    0.000    0.000    0.000    0.000 transports.py:68(WriteTransport)
        1    0.000    0.000    0.000    0.000 tasks.py:606(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 queues.py:15(QueueFull)
        1    0.000    0.000    0.000    0.000 queues.py:235(LifoQueue)
        1    0.000    0.000    0.000    0.000 streams.py:39(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 events.py:625(_Local)
        1    0.000    0.000    0.000    0.000 events.py:674(_RunningLoop)
        1    0.000    0.000    0.000    0.000 protocols.py:105(BufferedProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:160(DatagramProtocol)
        1    0.000    0.000    0.000    0.000 transports.py:44(ReadTransport)
        1    0.000    0.000    0.000    0.000 events.py:24(SendfileNotAvailableError)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:3704(InteractiveShellABC)
        1    0.000    0.000    0.000    0.000 _base.py:71(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:108(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:138(_AcquireFutures)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:283(DummyMod)
        1    0.000    0.000    0.000    0.000 typing.py:271(_Final)
        1    0.000    0.000    0.000    0.000 typing.py:280(_Immutable)
        1    0.000    0.000    0.000    0.000 typing.py:1088(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1156(_Protocol)
        1    0.000    0.000    0.000    0.000 typing.py:1346(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:105(ProvisionalWarning)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:261(SpaceInInput)
        1    0.000    0.000    0.000    0.000 token.py:13(_TokenType)
        1    0.000    0.000    0.000    0.000 lexer.py:39(LexerMeta)
        1    0.000    0.000    0.000    0.000 lexer.py:209(DelegatingLexer)
        1    0.000    0.000    0.000    0.000 lexer.py:265(combined)
        1    0.000    0.000    0.000    0.000 lexer.py:331(_This)
        1    0.000    0.000    0.000    0.000 lexer.py:389(default)
        1    0.000    0.000    0.000    0.000 lexer.py:401(words)
        1    0.000    0.000    0.000    0.000 lexer.py:679(LexerContext)
        1    0.000    0.000    0.000    0.000 lexer.py:831(ProfilingRegexLexerMeta)
        1    0.000    0.000    0.000    0.000 filter.py:43(Filter)
        1    0.000    0.000    0.000    0.000 filter.py:56(FunctionFilter)
        1    0.000    0.000    0.000    0.000 __init__.py:200(VisibleWhitespaceFilter)
        1    0.000    0.000    0.000    0.000 __init__.py:318(TokenMergeFilter)
        1    0.000    0.000    0.000    0.000 __init__.py:320(_automodule)
        1    0.000    0.000    0.000    0.000 display.py:666(TextDisplayObject)
        1    0.000    0.000    0.000    0.000 display.py:672(Pretty)
        1    0.000    0.000    0.000    0.000 display.py:709(Markdown)
        1    0.000    0.000    0.000    0.000 display.py:715(Math)
        1    0.000    0.000    0.000    0.000 display.py:725(Latex)
        1    0.000    0.000    0.000    0.000 display.py:905(GeoJSON)
        1    0.000    0.000    0.000    0.000 display.py:975(Javascript)
        1    0.000    0.000    0.000    0.000 pretty.py:116(CUnicodeIO)
        1    0.000    0.000    0.000    0.000 pretty.py:480(GroupQueue)
        2    0.000    0.000    0.000    0.000 pretty.py:571(_set_pprinter_factory)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:105(MagicArgumentParser)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:193(magic_arguments)
        1    0.000    0.000    0.000    0.000 text.py:516(FullEvalFormatter)
        1    0.000    0.000    0.000    0.000 decorators.py:7(<module>)
        1    0.000    0.000    0.000    0.000 profiledir.py:20(ProfileDirError)
        1    0.000    0.000    0.000    0.000 tempfile.py:414(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:457(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-7>:1(<module>)
        1    0.000    0.000    0.000    0.000 embed.py:22(KillEmbedded)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(EOF)
        1    0.000    0.000    0.000    0.000 exceptions.py:34(TIMEOUT)
        1    0.000    0.000    0.000    0.000 expect.py:125(searcher_string)
        1    0.000    0.000    0.000    0.000 util.py:70(PtyProcessError)
        1    0.000    0.000    0.000    0.000 excolors.py:168(Deprec)
        1    0.000    0.000    0.000    0.000 skipdoctest.py:6(<module>)
        1    0.000    0.000    0.000    0.000 code.py:162(InteractiveConsole)
        1    0.000    0.000    0.000    0.000 codeop.py:124(Compile)
        1    0.000    0.000    0.000    0.000 codeop.py:139(CommandCompiler)
        1    0.000    0.000    0.000    0.000 path.py:168(HomeDirError)
        1    0.000    0.000    0.000    0.000 bdb.py:13(BdbQuit)
        1    0.000    0.000    0.000    0.000 bdb.py:840(Tdb)
